name	HPO.term	HPO.label	HPO.level	gene	disease.name	literature_model	ddd_model	OV	OVG
99	HP:0000486	Strabismus	6	GATA3;USP9X;GNB2;LZTR1;DNM1L;WDR45;TCF4;TCF20;SYNGAP1;STXBP1;SRCAP;SLC6A1;SETD5;SCN2A;SATB2;PURA;PPP2R5D;POGZ;MED13L;MECP2;KMT2D;KMT2A;KIF1A;KDM5B;KCNQ2;KAT6B;KAT6A;IQSEC2;HUWE1;HDAC8;GRIN2B;FOXP1;EP300;DYRK1A;DYNC1H1;DDX3X;CTNNB1;CREBBP;CDK13;CACNA1A;AUTS2;ASXL3;ARID1B;ANKRD11;AHDC1;ADNP	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;MENTAL RETARDATION, X-LINKED 99; MRX99;GNB2-related developmental disorder (monoallelic);NOONAN SYNDROME 10;DNM1L-related developmental disorder (monoallelic);NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;PITT-HOPKINS SYNDROME;TCF20 syndrome;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;FLOATING-HARBOR SYNDROME;EPILEPSY WITH MYOCLONIC-ATONIC SEIZURES;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;GLASS SYNDROME;INTELLECTUAL DISABILITY;MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;KMT2D multiple malformations disorder;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;NESCAV SYNDROME;AUTISM;Autism;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;BENIGN NEONATAL EPILEPSY TYPE 1;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION X-LINKED TYPE 1;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;Cornelia de Lange Syndrome HDAC8 X-linked dominant;CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR;EPILEPTIC ENCEPHALOPATHY;MENTAL RETARDATION, AUTOSOMAL DOMINANT 6;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;RUBINSTEIN-TAYBI SYNDROME TYPE 2;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;MENTAL RETARDATION, X-LINKED 102;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;RUBINSTEIN-TAYBI SYNDROME TYPE 1;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;SYNDROMIC INTELLECTUAL DISABILITY;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME;XIA-GIBBS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:76x;LIT:66x;LIT:58x;LIT:57x;LIT:56x;LIT:52x;LIT:51x;LIT:50x;LIT:48x;LIT:47x;LIT:43x;LIT:42x;LIT:38x;LIT:37x;LIT:36x;LIT:33x;LIT:29x;LIT:28x;LIT:22x;LIT:18x;LIT:15x;LIT:14x;LIT:13x;LIT:12x;LIT:11x;LIT:9x;LIT:8x;LIT:7x;LIT:2x;LIT:1x;LIT:0x	DDD:73x;DDD:71x;DDD:67x;DDD:65x;DDD:62x;DDD:61x;DDD:58x;DDD:57x;DDD:53x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:48x;DDD:47x;DDD:44x;DDD:43x;DDD:42x;DDD:41x;DDD:40x;DDD:39x;DDD:38x;DDD:37x;DDD:36x;DDD:35x;DDD:34x;DDD:33x;DDD:32x;DDD:31x;DDD:30x;DDD:29x;DDD:28x;DDD:27x;DDD:26x;DDD:25x;DDD:24x;DDD:23x;DDD:22x;DDD:21x;DDD:18x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:12x;DDD:11x;DDD:9x;DDD:8x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:0x	LIT;DDD	LIT:76x;LIT:66x;LIT:58x;LIT:57x;LIT:56x;LIT:52x;LIT:51x;LIT:50x;LIT:48x;LIT:47x;LIT:43x;LIT:42x;LIT:38x;LIT:37x;LIT:36x;LIT:33x;LIT:29x;LIT:28x;LIT:22x;LIT:18x;LIT:15x;LIT:14x;LIT:13x;LIT:12x;LIT:11x;LIT:9x;LIT:8x;LIT:7x;LIT:2x;LIT:1x;LIT:0x;DDD:73x;DDD:71x;DDD:67x;DDD:65x;DDD:62x;DDD:61x;DDD:58x;DDD:57x;DDD:53x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:48x;DDD:47x;DDD:44x;DDD:43x;DDD:42x;DDD:41x;DDD:40x;DDD:39x;DDD:38x;DDD:37x;DDD:36x;DDD:35x;DDD:34x;DDD:33x;DDD:32x;DDD:31x;DDD:30x;DDD:29x;DDD:28x;DDD:27x;DDD:26x;DDD:25x;DDD:24x;DDD:23x;DDD:22x;DDD:21x;DDD:18x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:12x;DDD:11x;DDD:9x;DDD:8x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:0x
100	HP:0020045	Esodeviation	7						
101	HP:0020049	Exodeviation	7						
102	HP:0031653	Abnormal heart valve physiology	4						
103	HP:0031654	Abnormal pulmonary valve physiology	5						
104	HP:0002621	Atherosclerosis	8	TRIP12;PURA;POGZ;AHDC1	TRIP12-related intellectual disability with/without autism spectrum disorder;INTELLECTUAL DISABILITY;XIA-GIBBS SYNDROME	LIT:64x;LIT:47x;LIT:43x;LIT:1x		LIT	LIT:64x;LIT:47x;LIT:43x;LIT:1x
105	HP:0031678	Atherosclerotic lesion	9						
106	HP:0000598	Abnormality of the ear	2	GATA3;WDR37;SRCAP;SETD5;POGZ;KMT2D;KAT6B;KAT6A;FOXP1;EFTUD2;CHD7;CDK13;ARID1B;ANKRD11;ADNP	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;SYNDROMIC INTELLECTUAL DISABILITY;FLOATING-HARBOR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;INTELLECTUAL DISABILITY;KMT2D multiple malformations disorder;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;CHARGE SYNDROME;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:76x;LIT:68x;LIT:56x;LIT:52x;LIT:43x;LIT:39x;LIT:31x;LIT:30x;LIT:29x;LIT:22x;LIT:19x;LIT:10x;LIT:9x;LIT:3x;LIT:2x;LIT:0x	DDD:22x	LIT;DDD	LIT:76x;LIT:68x;LIT:56x;LIT:52x;LIT:43x;LIT:39x;LIT:31x;LIT:30x;LIT:29x;LIT:22x;LIT:19x;LIT:10x;LIT:9x;LIT:3x;LIT:2x;LIT:0x;DDD:22x
107	HP:0031703	Abnormal ear morphology	3						
108	HP:0031704	Abnormal ear physiology	3						
109	HP:0000496	Abnormality of eye movement	4	TCF4;STXBP1;KIF1A;KCNQ2;GRIN2B;ADNP	PITT-HOPKINS SYNDROME;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;NESCAV SYNDROME;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;EPILEPTIC ENCEPHALOPATHY;MENTAL RETARDATION, AUTOSOMAL DOMINANT 6;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:62x;LIT:57x;LIT:36x;LIT:33x;LIT:0x	DDD:57x;DDD:24x;DDD:23x	LIT;DDD	LIT:62x;LIT:57x;LIT:36x;LIT:33x;LIT:0x;DDD:57x;DDD:24x;DDD:23x
110	HP:0031705	Compensatory head posture	5						
111	HP:0002500	Abnormality of the cerebral white matter	9	ZC4H2;USP9X;USP7;SATB2;PURA;FOXP1;EHMT1;DYRK1A;DYNC1H1;DDX3X;CTNNB1	ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY;MENTAL RETARDATION, X-LINKED 99; MRX99;USP7-related developmental disorder (monoallelic);GLASS SYNDROME;INTELLECTUAL DISABILITY;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;Kleefstra syndrome;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;MENTAL RETARDATION, X-LINKED 102;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19	LIT:74x;LIT:69x;LIT:48x;LIT:47x;LIT:22x;LIT:20x	DDD:73x;DDD:18x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:12x	LIT;DDD	LIT:74x;LIT:69x;LIT:48x;LIT:47x;LIT:22x;LIT:20x;DDD:73x;DDD:18x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:12x
112	HP:0012762	Cerebral white matter atrophy	10	IQSEC2;EFTUD2;DYRK1A	MENTAL RETARDATION X-LINKED TYPE 1;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7	LIT:28x;LIT:19x	DDD:18x	LIT;DDD	LIT:28x;LIT:19x;DDD:18x
113	HP:0100767	Abnormal placenta morphology	4						
114	HP:0012767	Abnormal placental size	5						
115	HP:0000553	Abnormal uvea morphology	4	KDM5B	AUTISM;Autism		DDD:35x;DDD:34x	DDD	DDD:35x;DDD:34x
116	HP:0012776	Abnormal ciliary body morphology	5						
117	HP:0000479	Abnormal retinal morphology	6	GNB2;HUWE1;EFTUD2;CTNNB1;ANKRD11	GNB2-related developmental disorder (monoallelic);MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;KBG SYNDROME	LIT:71x;LIT:27x;LIT:19x;LIT:12x;LIT:2x		LIT	LIT:71x;LIT:27x;LIT:19x;LIT:12x;LIT:2x
118	HP:0012777	Retinal neoplasm	7						
119	HP:0100012	Neoplasm of the eye	4						
120	HP:0011495	Abnormal corneal epithelium morphology	6						
121	HP:0012804	Corneal ulceration	7						
122	HP:0001638	Cardiomyopathy	6	GNB2;DNM1L;TCF20;STXBP1;SMC1A;PTPN11;CDK13	GNB2-related developmental disorder (monoallelic);DNM1L-related developmental disorder (monoallelic);TCF20 syndrome;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;CORNELIA DE LANGE SYNDROME TYPE 2;LEOPARD SYNDROME TYPE 1;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease	LIT:71x;LIT:66x;LIT:61x;LIT:57x;LIT:54x;LIT:45x;LIT:9x		LIT	LIT:71x;LIT:66x;LIT:61x;LIT:57x;LIT:54x;LIT:45x;LIT:9x
123	HP:0012817	Noncompaction cardiomyopathy	7	SMC1A	CORNELIA DE LANGE SYNDROME TYPE 2	LIT:54x		LIT	LIT:54x
124	HP:0012864	Abnormal sperm morphology	7						
125	HP:0012865	Sperm head anomaly	8						
126	HP:0025031	Abnormality of the digestive system	2						
127	HP:0025032	Abnormality of digestive system physiology	3						
128	HP:0001877	Abnormal erythrocyte morphology	3						
129	HP:0025065	Abnormal mean corpuscular volume	4						
130	HP:0003115	Abnormal EKG	5	PTPN11	LEOPARD SYNDROME TYPE 1	LIT:45x		LIT	LIT:45x
131	HP:0025074	Abnormal QRS complex	6						
132	HP:0025132	Abnormal circulating estrogen level	4						
133	HP:0025133	Abnormal serum estradiol	5						
134	HP:0010622	Neoplasm of the skeletal system	5						
135	HP:0030038	Enchondroma	6						
136	HP:0001371	Flexion contracture	6	ZC4H2;USP7;WDR37;TCF20;POGZ;MECP2;KIF1A;KAT6B;HUWE1;FOXP1;AUTS2;ASXL3	ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY;USP7-related developmental disorder (monoallelic);SYNDROMIC INTELLECTUAL DISABILITY;TCF20 syndrome;INTELLECTUAL DISABILITY;MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;NESCAV SYNDROME;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;BAINBRIDGE-ROPERS SYNDROME	LIT:74x;LIT:69x;LIT:68x;LIT:61x;LIT:43x;LIT:40x;LIT:36x;LIT:31x;LIT:30x;LIT:27x;LIT:22x;LIT:7x;LIT:4x	DDD:68x;DDD:41x;DDD:40x	LIT;DDD	LIT:74x;LIT:69x;LIT:68x;LIT:61x;LIT:43x;LIT:40x;LIT:36x;LIT:31x;LIT:30x;LIT:27x;LIT:22x;LIT:7x;LIT:4x;DDD:68x;DDD:41x;DDD:40x
137	HP:0030044	Flexion contracture of digit	7						
138	HP:0002118	Abnormality of the cerebral ventricles	6						
139	HP:0030047	Abnormality of lateral ventricle	7						
140	HP:0030061	Neuroectodermal neoplasm	5						
141	HP:0030063	Neuroepithelial neoplasm	6	CREBBP	RUBINSTEIN-TAYBI SYNDROME TYPE 1	LIT:11x		LIT	LIT:11x
142	HP:0031105	Abnormal uterus morphology	8						
143	HP:0003134	Abnormality of peripheral nerve conduction	6						
144	HP:0030179	Abnormal peripheral action potential amplitude	7						
145	HP:0009016	Upper limb muscle hypoplasia	9						
146	HP:0030239	Hypoplasia of the upper arm musculature	10						
147	HP:0200008	Intestinal polyposis	7						
148	HP:0030255	Large intestinal polyposis	8						
149	HP:0006489	Abnormality of the femoral metaphysis	9						
150	HP:0030299	Distal femoral metaphyseal abnormality	10						
151	HP:0003330	Abnormal bone structure	5						
152	HP:0030313	Abnormal periosteum morphology	6						
153	HP:0040166	Abnormality of the periosteum	4						
154	HP:0000301	Abnormality of facial musculature	6						
155	HP:0030319	Weakness of facial musculature	7	ZC4H2	ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY	LIT:74x		LIT	LIT:74x
156	HP:0030338	Abnormal circulating gonadotropin level	4						
157	HP:0030345	Abnormal circulating luteinizing hormone level	5						
158	HP:0011022	Abnormal circulating unsaturated fatty acid concentration	6						
159	HP:0030361	Abnormal circulating eicosanoid concentration	7						
160	HP:0100634	Neuroendocrine neoplasm	6	WDR45;SATB2	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;GLASS SYNDROME	LIT:65x;LIT:48x		LIT	LIT:65x;LIT:48x
161	HP:0030405	Pancreatic endocrine tumor	7						
162	HP:0010785	Gonadal neoplasm	6						
163	HP:0030421	Epididymal neoplasm	7						
164	HP:0004378	Abnormality of the anus	6	ARID1B	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12		DDD:3x	DDD	DDD:3x
165	HP:0030437	Anal canal neoplasm	8						
166	HP:0100834	Neoplasm of the large intestine	7						
167	HP:0030453	Abnormal visual electrophysiology	4						
168	HP:0030454	Abnormal electrooculogram	5						
169	HP:0007928	Abnormal flash visual evoked potentials	6						
170	HP:0030462	Abnormal amplitude of flash visual evoked potentials	7						
171	HP:0000512	Abnormal electroretinogram	5						
172	HP:0030466	Abnormal full-field electroretinogram	6						
173	HP:0030470	Abnormal dark-adapted bright flash electroretinogram	8						
174	HP:0030478	Abnormal amplitude of dark-adapted bright flash electroretinogram	9						
175	HP:0000493	Abnormal foveal morphology	8						
176	HP:0030493	Abnormality of foveal pigmentation	9						
177	HP:0008002	Abnormality of macular pigmentation	8						
178	HP:0001103	Abnormal macular morphology	7						
179	HP:0030498	Macular thickening	8						
180	HP:0030500	Yellow/white lesions of the macula	8						
181	HP:0030506	Yellow/white lesions of the retina	7						
182	HP:0030502	Retinoschisis	7						
183	HP:0008046	Abnormal retinal vascular morphology	7						
184	HP:0030666	Retinal neovascularization	8						
185	HP:0000315	Abnormality of the orbital region	5	ASXL3	BAINBRIDGE-ROPERS SYNDROME		DDD:4x	DDD	DDD:4x
186	HP:0030670	Hamartoma of the orbital region	6						
187	HP:0003674	Onset	2						
188	HP:0030674	Antenatal onset	3	EFTUD2	MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY	LIT:19x		LIT	LIT:19x
189	HP:0030692	Brain neoplasm	6	STXBP1;CREBBP	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;RUBINSTEIN-TAYBI SYNDROME TYPE 1	LIT:57x;LIT:11x		LIT	LIT:57x;LIT:11x
190	HP:0030693	Supratentorial neoplasm	7						
191	HP:0002011	Morphological central nervous system abnormality	4	TCF4;SETD5;SATB2;KDM5B;KAT6B;KAT6A;DYNC1H1	PITT-HOPKINS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;GLASS SYNDROME;Autism;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD	LIT:62x;LIT:48x;LIT:34x;LIT:31x;LIT:17x;LIT:16x	DDD:52x;DDD:29x	LIT;DDD	LIT:62x;LIT:48x;LIT:34x;LIT:31x;LIT:17x;LIT:16x;DDD:52x;DDD:29x
192	HP:0030724	Central nervous system cyst	5						
193	HP:0005107	Abnormal sacrum morphology	7						
194	HP:0030736	Sacrococcygeal teratoma	9						
195	HP:0009792	Teratoma	8						
196	HP:0012210	Abnormal renal morphology	6	GATA3;USP9X;WDR45;KMT2D;KMT2A;ARID1B	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;MENTAL RETARDATION, X-LINKED 99; MRX99;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	LIT:76x;LIT:38x;LIT:37x	DDD:73x;DDD:65x;DDD:3x	LIT;DDD	LIT:76x;LIT:38x;LIT:37x;DDD:73x;DDD:65x;DDD:3x
197	HP:0030760	Renal fibrosis	7						
198	HP:0001597	Abnormality of the nail	4	USP7;ANKRD11	USP7-related developmental disorder (monoallelic);KBG SYNDROME	LIT:2x	DDD:69x	LIT;DDD	LIT:2x;DDD:69x
199	HP:0030807	Abnormal nail growth	5						
200	HP:0002795	Functional respiratory abnormality	3	TCF4;SATB2;PURA;MECP2;KCNQ2;KAT6A;DDX3X;CHD7	PITT-HOPKINS SYNDROME;GLASS SYNDROME;INTELLECTUAL DISABILITY;RETT SYNDROME (RTT)[;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;CHARGE SYNDROME	LIT:62x;LIT:48x;LIT:47x;LIT:40x;LIT:33x;LIT:29x;LIT:14x;LIT:10x		LIT	LIT:62x;LIT:48x;LIT:47x;LIT:40x;LIT:33x;LIT:29x;LIT:14x;LIT:10x
201	HP:0030829	Abnormal breath sound	4						
202	HP:0001507	Growth abnormality	2	SYNGAP1;STXBP1;SATB2;IQSEC2;EP300;DYRK1A;DDX3X;CREBBP;CDK13;ANKRD11;ADNP	MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;GLASS SYNDROME;MENTAL RETARDATION X-LINKED TYPE 1;RUBINSTEIN-TAYBI SYNDROME TYPE 2;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;MENTAL RETARDATION, X-LINKED 102;RUBINSTEIN-TAYBI SYNDROME TYPE 1;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;KBG SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:57x;LIT:48x;LIT:28x;LIT:18x;LIT:15x;LIT:13x;LIT:2x	DDD:58x;DDD:21x;DDD:11x;DDD:9x;DDD:0x	LIT;DDD	LIT:57x;LIT:48x;LIT:28x;LIT:18x;LIT:15x;LIT:13x;LIT:2x;DDD:58x;DDD:21x;DDD:11x;DDD:9x;DDD:0x
203	HP:0030853	Heterotaxy	3	ATRX	MENTAL RETARDATION SYNDROMIC X-LINKED WITH HYPOTONIC FACIES SYNDROME TYPE 1	LIT:6x		LIT	LIT:6x
204	HP:0003312	Abnormal form of the vertebral bodies	8						
205	HP:0030870	Abnormality of spinal facet joint	9						
206	HP:0031797	Clinical course	1						
207	HP:0040006	Mortality/Aging	2						
208	HP:0200098	Absent skin pigmentation	7						
209	HP:0040007	Absent pigmentation of chest	8						
210	HP:0011821	Abnormality of facial skeleton	7	EP300	RUBINSTEIN-TAYBI SYNDROME TYPE 2	LIT:21x		LIT	LIT:21x
211	HP:0040008	Aplasia of facial bones	8						
212	HP:0000932	Abnormal posterior cranial fossa morphology	8	TCF4	PITT-HOPKINS SYNDROME	LIT:62x		LIT	LIT:62x
213	HP:0040010	Small posterior fossa	9						
214	HP:0040011	Flat posterior fossa	9						
215	HP:0008519	Abnormal coccyx morphology	7						
216	HP:0040016	Prominent coccyx	8	ANKRD11	KBG SYNDROME	LIT:2x		LIT	LIT:2x
217	HP:0040017	Protruding coccyx	8						
218	HP:0001832	Abnormal metatarsal morphology	8						
219	HP:0040034	Abnormality of the second metatarsal bone	9						
220	HP:0001231	Abnormal fingernail morphology	5						
221	HP:0040039	Onycholysis of fingernails	6						
222	HP:0001806	Onycholysis	5						
223	HP:0040049	Macular edema	9						
224	HP:0000499	Abnormal eyelash morphology	9						
225	HP:0040051	Abnormality of upper eyelashes	10						
226	HP:0040052	Abnormality of lower eyelashes	10						
227	HP:0000772	Abnormality of the ribs	8	EFTUD2	MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY	LIT:19x		LIT	LIT:19x
228	HP:0040059	Calcification of ribs	9						
229	HP:0010766	Ectopic calcification	4	GATA3	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE	LIT:76x		LIT	LIT:76x
230	HP:0000830	Anterior hypopituitarism	9	KMT2A	WIEDEMANN-STEINER SYNDROME		DDD:37x	DDD	DDD:37x
231	HP:0040086	Abnormal prolactin level	10						
232	HP:0004332	Abnormal lymphocyte morphology	6						
233	HP:0040088	Abnormal lymphocyte count	7						
234	HP:0011893	Abnormal leukocyte count	6						
235	HP:0000359	Abnormality of the inner ear	4	EFTUD2;CHD7	MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;CHARGE SYNDROME	LIT:19x;LIT:10x		LIT	LIT:19x;LIT:10x
236	HP:0040096	Neoplasm of the inner ear	5						
237	HP:0012780	Neoplasm of the ear	4						
238	HP:0004454	Abnormal middle ear reflexes	6						
239	HP:0040121	Abnormality of the acoustic reflex	7						
240	HP:0004404	Abnormal nipple morphology	4	CREBBP	RUBINSTEIN-TAYBI SYNDROME TYPE 1		DDD:11x	DDD	DDD:11x
241	HP:0040157	Abnormal intermamillary distance	5						
242	HP:0011062	Misalignment of incisors	10						
243	HP:0040159	Abnormal spaced incisors	11						
244	HP:0000939	Osteoporosis	9	SATB2;PURA;KAT6B;IQSEC2	GLASS SYNDROME;INTELLECTUAL DISABILITY;GENITOPATELLAR SYNDROME;MENTAL RETARDATION X-LINKED TYPE 1	LIT:48x;LIT:47x;LIT:30x;LIT:28x		LIT	LIT:48x;LIT:47x;LIT:30x;LIT:28x
245	HP:0040160	Generalized osteoporosis	10	SATB2;PPP2R5D	GLASS SYNDROME;INTELLECTUAL DISABILITY	LIT:48x	DDD:44x	LIT;DDD	LIT:48x;DDD:44x
246	HP:0040161	Localized osteoporosis	10						
247	HP:0001595	Abnormal hair morphology	4	GATA3;SRCAP;KCNQ2;ARID1B	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;FLOATING-HARBOR SYNDROME;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;BENIGN NEONATAL EPILEPSY TYPE 1;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	LIT:76x	DDD:56x;DDD:33x;DDD:32x;DDD:3x	LIT;DDD	LIT:76x;DDD:56x;DDD:33x;DDD:32x;DDD:3x
248	HP:0040170	Abnormality of hair growth	5						
249	HP:0030087	Abnormal serum testosterone level	5						
250	HP:0040171	Decreased serum testosterone level	6						
251	HP:0030349	Decreased circulating androgen level	5						
252	HP:0001367	Abnormal joint morphology	5	USP9X;SYNGAP1;ANKRD11	MENTAL RETARDATION, X-LINKED 99; MRX99;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;KBG SYNDROME		DDD:73x;DDD:58x;DDD:2x	DDD	DDD:73x;DDD:58x;DDD:2x
253	HP:0040188	Osteochondrosis	7						
254	HP:0100323	Juvenile aseptic necrosis	6						
255	HP:0006486	Abnormality of the dental root	10						
256	HP:0040220	Abnormal size of the dental root	11						
257	HP:0002088	Abnormal lung morphology	4	GATA3;KMT2D;KAT6A;FOXP1;ADNP	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;KMT2D multiple malformations disorder;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:76x;LIT:39x;LIT:29x;LIT:22x;LIT:0x		LIT	LIT:76x;LIT:39x;LIT:29x;LIT:22x;LIT:0x
258	HP:0040223	Pulmonary hemorrhage	6						
259	HP:0011029	Internal hemorrhage	5	GATA3	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE	LIT:76x		LIT	LIT:76x
260	HP:0040252	Abnormal size of the clitoris	8						
261	HP:0040253	Increased size of the clitoris	9						
262	HP:0100833	Neoplasm of the small intestine	5						
263	HP:0040274	Adenocarcinoma of the small intestine	8						
264	HP:0040273	Adenocarcinoma of the intestines	7						
265	HP:0100568	Neoplasm of the endocrine system	4						
266	HP:0040277	Neoplasm of the pituitary gland	5						
267	HP:0410043	Abnormal neural tube morphology	5						
268	HP:0045005	Neural tube defect	6	KMT2D;KMT2A;KDM5B;GRIN2B;CTNNB1;ADNP	KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;Autism;MENTAL RETARDATION, AUTOSOMAL DOMINANT 6;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:38x;LIT:37x;LIT:34x;LIT:23x;LIT:12x;LIT:0x		LIT	LIT:38x;LIT:37x;LIT:34x;LIT:23x;LIT:12x;LIT:0x
269	HP:0002134	Abnormality of the basal ganglia	9						
270	HP:0045007	Abnormal substantia nigra morphology	10						
271	HP:0002418	Abnormality of midbrain morphology	6						
